folio,Suma de numeroPago,Year,Quarter,Month,Day,Suma de montoEsperado,Suma de montoRecibido
604,16,2026,Qtr 2,April,1,"$219,23","$219,23"
604,17,2026,Qtr 2,April,8,"$219,23","$219,23"
604,18,2026,Qtr 2,April,15,"$219,23","$219,23"
604,19,2026,Qtr 2,April,22,"$219,23","$219,23"
604,20,2026,Qtr 2,April,29,"$219,23","$219,23"
604,21,2026,Qtr 2,May,6,"$219,23","$219,23"
604,22,2026,Qtr 2,May,13,"$219,23","$219,23"
604,23,2026,Qtr 2,May,20,"$219,23","$219,23"
604,24,2026,Qtr 2,May,27,"$219,23","$0,00"
604,25,2026,Qtr 2,June,3,"$219,23","$0,00"
605,0,2026,Qtr 1,January,1,"$799,00","$799,00"
605,1,2026,Qtr 1,January,8,"$320,00","$320,00"
605,2,2026,Qtr 1,January,15,"$320,00","$320,00"
605,3,2026,Qtr 1,January,22,"$320,00","$320,00"
605,4,2026,Qtr 1,January,29,"$320,00","$320,00"
605,5,2026,Qtr 1,February,5,"$320,00","$320,00"
605,6,2026,Qtr 1,February,12,"$320,00","$320,00"
605,7,2026,Qtr 1,February,19,"$320,00","$320,00"
605,8,2026,Qtr 1,February,26,"$320,00","$320,00"
605,9,2026,Qtr 1,March,5,"$320,00","$320,00"
605,10,2026,Qtr 1,March,12,"$320,00","$320,00"
605,11,2026,Qtr 1,March,19,"$320,00","$320,00"
605,12,2026,Qtr 1,March,26,"$320,00","$320,00"
605,13,2026,Qtr 2,April,2,"$320,00","$320,00"
605,14,2026,Qtr 2,April,9,"$320,00","$320,00"
605,15,2026,Qtr 2,April,16,"$320,00","$320,00"
606,0,2025,Qtr 4,October,27,"$1000,00","$1000,00"
606,1,2025,Qtr 4,November,3,"$279,90","$279,00"
606,2,2025,Qtr 4,November,10,"$279,90","$279,00"
606,3,2025,Qtr 4,November,17,"$279,90","$280,00"
606,4,2025,Qtr 4,November,24,"$279,90","$279,90"
606,5,2025,Qtr 4,December,1,"$279,90","$279,90"
606,6,2025,Qtr 4,December,8,"$279,90","$279,90"
606,7,2025,Qtr 4,December,15,"$279,90","$279,90"
606,8,2025,Qtr 4,December,22,"$279,90","$279,90"
606,9,2025,Qtr 4,December,29,"$279,90","$279,90"
606,10,2026,Qtr 1,January,5,"$279,90","$279,90"
606,11,2026,Qtr 1,January,12,"$279,90","$279,90"
606,12,2026,Qtr 1,January,19,"$279,90","$279,90"
606,13,2026,Qtr 1,January,26,"$279,90","$279,90"
606,14,2026,Qtr 1,February,2,"$279,90","$280,00"
606,15,2026,Qtr 1,February,9,"$279,90","$281,60"
607,0,2025,Qtr 4,November,20,"$880,00","$879,90"
607,1,2025,Qtr 4,November,27,"$578,70","$578,00"
607,2,2025,Qtr 4,December,4,"$578,70","$578,00"
607,3,2025,Qtr 4,December,11,"$578,70","$578,00"
607,4,2025,Qtr 4,December,18,"$578,70","$578,00"
607,5,2025,Qtr 4,December,25,"$578,70","$578,00"
607,6,2026,Qtr 1,January,1,"$578,70","$578,00"
607,7,2026,Qtr 1,January,8,"$578,70","$578,00"
607,8,2026,Qtr 1,January,15,"$578,70","$578,00"
607,9,2026,Qtr 1,January,22,"$578,70","$578,70"
607,10,2026,Qtr 1,January,29,"$578,70","$578,70"
607,11,2026,Qtr 1,February,5,"$578,70","$578,70"
607,12,2026,Qtr 1,February,12,"$578,70","$578,70"
607,13,2026,Qtr 1,February,19,"$578,70","$579,00"
607,14,2026,Qtr 1,February,26,"$578,70","$578,70"
607,15,2026,Qtr 1,March,5,"$578,70","$579,00"
607,16,2026,Qtr 1,March,12,"$578,70","$579,00"
607,17,2026,Qtr 1,March,19,"$578,70","$578,70"
607,18,2026,Qtr 1,March,26,"$578,70","$578,70"
607,19,2026,Qtr 2,April,2,"$578,70","$579,00"
607,20,2026,Qtr 2,April,9,"$578,70","$579,00"
607,21,2026,Qtr 2,April,16,"$578,70","$578,70"
607,22,2026,Qtr 2,April,23,"$578,70","$578,70"
607,23,2026,Qtr 2,April,30,"$578,70","$578,70"
607,24,2026,Qtr 2,May,7,"$578,70","$0,00"
607,25,2026,Qtr 2,May,14,"$578,70","$0,00"
607,26,2026,Qtr 2,May,21,"$578,70","$0,00"
609,0,2025,Qtr 4,November,1,"$250,00","$250,00"
609,1,2025,Qtr 4,November,8,"$227,29","$228,00"
609,2,2025,Qtr 4,November,15,"$227,29","$228,00"
609,3,2025,Qtr 4,November,22,"$227,29","$228,00"
609,4,2025,Qtr 4,November,29,"$227,29","$228,00"
609,5,2025,Qtr 4,December,6,"$227,29","$228,00"
609,6,2025,Qtr 4,December,13,"$227,29","$228,00"
609,7,2025,Qtr 4,December,20,"$227,29","$228,00"
609,8,2025,Qtr 4,December,27,"$227,29","$228,00"
609,9,2026,Qtr 1,January,3,"$227,29","$228,00"
609,10,2026,Qtr 1,January,10,"$227,29","$227,29"
609,11,2026,Qtr 1,January,17,"$227,29","$228,00"
609,12,2026,Qtr 1,January,24,"$227,29","$227,29"
609,13,2026,Qtr 1,January,31,"$227,29","$227,29"
609,14,2026,Qtr 1,February,7,"$227,29","$227,29"
609,15,2026,Qtr 1,February,14,"$227,29","$0,00"
609,16,2026,Qtr 1,February,21,"$227,29","$0,00"
609,17,2026,Qtr 1,February,28,"$227,29","$0,00"
609,18,2026,Qtr 1,March,7,"$227,29","$0,00"
609,19,2026,Qtr 1,March,14,"$227,29","$0,00"
609,20,2026,Qtr 1,March,21,"$227,29","$0,00"
609,21,2026,Qtr 1,March,28,"$227,29","$0,00"
609,22,2026,Qtr 2,April,4,"$227,29","$0,00"
609,23,2026,Qtr 2,April,11,"$227,29","$0,00"
609,24,2026,Qtr 2,April,18,"$227,29","$0,00"
609,25,2026,Qtr 2,April,25,"$227,29","$0,00"
609,26,2026,Qtr 2,May,2,"$227,29","$0,00"
609,27,2026,Qtr 2,May,9,"$227,29","$0,00"
609,28,2026,Qtr 2,May,16,"$227,29","$0,00"
609,29,2026,Qtr 2,May,23,"$227,29","$0,00"
609,30,2026,Qtr 2,May,30,"$227,29","$0,00"
610,0,2025,Qtr 4,November,15,"$399,00","$399,00"
610,1,2025,Qtr 4,November,22,"$181,81","$182,00"
610,2,2025,Qtr 4,November,29,"$181,81","$182,00"
610,3,2025,Qtr 4,December,6,"$181,81","$182,00"
610,4,2025,Qtr 4,December,13,"$181,81","$182,00"
610,5,2025,Qtr 4,December,20,"$181,81","$182,00"
610,6,2025,Qtr 4,December,27,"$181,81","$182,00"
610,7,2026,Qtr 1,January,3,"$181,81","$182,00"
610,8,2026,Qtr 1,January,10,"$181,81","$182,00"
610,9,2026,Qtr 1,January,17,"$181,81","$181,81"
610,10,2026,Qtr 1,January,24,"$181,81","$181,81"
610,11,2026,Qtr 1,January,31,"$181,81","$181,81"
610,12,2026,Qtr 1,February,7,"$181,81","$181,81"
610,13,2026,Qtr 1,February,14,"$181,81","$181,81"
610,14,2026,Qtr 1,February,21,"$181,81","$181,81"
610,15,2026,Qtr 1,February,28,"$181,81","$181,81"
610,16,2026,Qtr 1,March,7,"$181,81","$181,81"
610,17,2026,Qtr 1,March,14,"$181,81","$181,81"
610,18,2026,Qtr 1,March,21,"$181,81","$181,81"
610,19,2026,Qtr 1,March,28,"$181,81","$181,81"
610,20,2026,Qtr 2,April,4,"$181,81","$181,81"
610,21,2026,Qtr 2,April,11,"$181,81","$181,81"
610,22,2026,Qtr 2,April,18,"$181,81","$181,81"
610,23,2026,Qtr 2,April,25,"$181,81","$181,81"
610,24,2026,Qtr 2,May,2,"$181,81","$181,81"
610,25,2026,Qtr 2,May,9,"$181,81","$181,81"
610,26,2026,Qtr 2,May,16,"$181,81","$181,81"
610,27,2026,Qtr 2,May,23,"$181,81","$0,00"
610,28,2026,Qtr 2,May,30,"$181,81","$0,00"
611,0,2025,Qtr 4,December,21,"$799,00","$799,00"
611,1,2025,Qtr 4,December,28,"$320,00","$320,00"
611,2,2026,Qtr 1,January,4,"$320,00","$320,00"
611,3,2026,Qtr 1,January,11,"$320,00","$320,00"
611,4,2026,Qtr 1,January,18,"$320,00","$320,00"
611,5,2026,Qtr 1,January,25,"$320,00","$320,00"
611,6,2026,Qtr 1,February,1,"$320,00","$320,00"
611,7,2026,Qtr 1,February,8,"$320,00","$320,00"
611,8,2026,Qtr 1,February,15,"$320,00","$320,00"
611,9,2026,Qtr 1,February,22,"$320,00","$320,00"
611,10,2026,Qtr 1,March,1,"$320,00","$320,00"
611,11,2026,Qtr 1,March,8,"$320,00","$320,00"
611,12,2026,Qtr 1,March,15,"$320,00","$320,00"
611,13,2026,Qtr 1,March,22,"$320,00","$320,00"
611,14,2026,Qtr 1,March,29,"$320,00","$320,00"
611,15,2026,Qtr 2,April,5,"$320,00","$320,00"
612,0,2025,Qtr 4,December,28,"$799,00","$799,00"
612,1,2026,Qtr 1,January,4,"$233,85","$233,85"
612,2,2026,Qtr 1,January,11,"$233,85","$233,85"
612,3,2026,Qtr 1,January,18,"$233,85","$233,85"
612,4,2026,Qtr 1,January,25,"$233,85","$233,85"
612,5,2026,Qtr 1,February,1,"$233,85","$233,85"
612,6,2026,Qtr 1,February,8,"$233,85","$234,00"
612,7,2026,Qtr 1,February,15,"$233,85","$234,00"
612,8,2026,Qtr 1,February,22,"$233,85","$234,00"
612,9,2026,Qtr 1,March,1,"$233,85","$234,00"
612,10,2026,Qtr 1,March,8,"$233,85","$234,00"
612,11,2026,Qtr 1,March,15,"$233,85","$234,00"
612,12,2026,Qtr 1,March,22,"$233,85","$233,85"
612,13,2026,Qtr 1,March,29,"$233,85","$234,00"
612,14,2026,Qtr 2,April,5,"$233,85","$233,85"
612,15,2026,Qtr 2,April,12,"$233,85","$234,00"
612,16,2026,Qtr 2,April,19,"$233,85","$234,00"
612,17,2026,Qtr 2,April,26,"$233,85","$233,85"
612,18,2026,Qtr 2,May,3,"$233,85","$233,85"
612,19,2026,Qtr 2,May,10,"$233,85","$233,85"
612,20,2026,Qtr 2,May,17,"$233,85","$233,85"
612,21,2026,Qtr 2,May,24,"$233,85","$233,85"
612,22,2026,Qtr 2,May,31,"$233,85","$0,00"
613,0,2025,Qtr 3,August,6,"$0,00","$0,00"
613,1,2025,Qtr 3,August,13,"$180,00","$180,00"
613,2,2025,Qtr 3,August,20,"$180,00","$180,00"
613,3,2025,Qtr 3,August,27,"$180,00","$180,00"
613,4,2025,Qtr 3,September,3,"$180,00","$180,00"
613,5,2025,Qtr 3,September,10,"$180,00","$180,00"
613,6,2025,Qtr 3,September,17,"$180,00","$180,00"
613,7,2025,Qtr 3,September,24,"$180,00","$180,00"
613,8,2025,Qtr 4,October,1,"$180,00","$180,00"
613,9,2025,Qtr 4,October,8,"$180,00","$180,00"
613,10,2025,Qtr 4,October,15,"$180,00","$180,00"
613,11,2025,Qtr 4,October,22,"$180,00","$180,00"
613,12,2025,Qtr 4,October,29,"$180,00","$180,00"
613,13,2025,Qtr 4,November,5,"$180,00","$180,00"
613,14,2025,Qtr 4,November,12,"$180,00","$180,00"
613,15,2025,Qtr 4,November,19,"$180,00","$180,00"
613,16,2025,Qtr 4,November,26,"$180,00","$180,00"
613,17,2025,Qtr 4,December,3,"$180,00","$180,00"
613,18,2025,Qtr 4,December,10,"$180,00","$180,00"
613,19,2025,Qtr 4,December,17,"$180,00","$180,00"
613,20,2025,Qtr 4,December,24,"$180,00","$0,00"
613,21,2025,Qtr 4,December,31,"$180,00","$0,00"
613,22,2026,Qtr 1,January,7,"$180,00","$0,00"
613,23,2026,Qtr 1,January,14,"$180,00","$0,00"
613,24,2026,Qtr 1,January,21,"$180,00","$0,00"
613,25,2026,Qtr 1,January,28,"$180,00","$0,00"
613,26,2026,Qtr 1,February,4,"$180,00","$0,00"
613,27,2026,Qtr 1,February,11,"$180,00","$0,00"
613,28,2026,Qtr 1,February,18,"$180,00","$0,00"
613,29,2026,Qtr 1,February,25,"$180,00","$0,00"
613,30,2026,Qtr 1,March,4,"$180,00","$0,00"
613,31,2026,Qtr 1,March,11,"$180,00","$0,00"
613,32,2026,Qtr 1,March,18,"$180,00","$0,00"
613,33,2026,Qtr 1,March,25,"$180,00","$0,00"
613,34,2026,Qtr 2,April,1,"$180,00","$0,00"
613,35,2026,Qtr 2,April,8,"$180,00","$0,00"
614,0,2025,Qtr 4,December,21,"$799,00","$799,00"
614,1,2025,Qtr 4,December,28,"$192,00","$192,00"
614,2,2026,Qtr 1,January,4,"$192,00","$192,00"
614,3,2026,Qtr 1,January,11,"$192,00","$0,00"
614,4,2026,Qtr 1,January,18,"$192,00","$0,00"
614,5,2026,Qtr 1,January,25,"$192,00","$0,00"
614,6,2026,Qtr 1,February,1,"$192,00","$0,00"
614,7,2026,Qtr 1,February,8,"$192,00","$0,00"
614,8,2026,Qtr 1,February,15,"$192,00","$0,00"
614,9,2026,Qtr 1,February,22,"$192,00","$0,00"
614,10,2026,Qtr 1,March,1,"$192,00","$0,00"
614,11,2026,Qtr 1,March,8,"$192,00","$0,00"
614,12,2026,Qtr 1,March,15,"$192,00","$0,00"
614,13,2026,Qtr 1,March,22,"$192,00","$0,00"
614,14,2026,Qtr 1,March,29,"$192,00","$0,00"
614,15,2026,Qtr 2,April,5,"$192,00","$0,00"
614,16,2026,Qtr 2,April,12,"$192,00","$0,00"
614,17,2026,Qtr 2,April,19,"$192,00","$0,00"
614,18,2026,Qtr 2,April,26,"$192,00","$0,00"
614,19,2026,Qtr 2,May,3,"$192,00","$0,00"
614,20,2026,Qtr 2,May,10,"$192,00","$0,00"
614,21,2026,Qtr 2,May,17,"$192,00","$0,00"
614,22,2026,Qtr 2,May,24,"$192,00","$0,00"
614,23,2026,Qtr 2,May,31,"$192,00","$0,00"
615,0,2025,Qtr 4,November,5,"$1250,00","$1249,50"
615,1,2025,Qtr 4,November,12,"$599,97","$600,00"
615,2,2025,Qtr 4,November,19,"$599,97","$600,00"
615,3,2025,Qtr 4,November,26,"$599,97","$600,00"
615,4,2025,Qtr 4,December,3,"$599,97","$600,00"
615,5,2025,Qtr 4,December,10,"$599,97","$600,00"
615,6,2025,Qtr 4,December,17,"$599,97","$600,00"
615,7,2025,Qtr 4,December,24,"$599,97","$600,00"
615,8,2025,Qtr 4,December,31,"$599,97","$600,00"
615,9,2026,Qtr 1,January,7,"$599,97","$600,00"
615,10,2026,Qtr 1,January,14,"$599,97","$599,97"
615,11,2026,Qtr 1,January,21,"$599,97","$599,97"
615,12,2026,Qtr 1,January,28,"$599,97","$599,97"
615,13,2026,Qtr 1,February,4,"$599,97","$600,00"
615,14,2026,Qtr 1,February,11,"$599,97","$600,00"
615,15,2026,Qtr 1,February,18,"$599,97","$600,00"
615,16,2026,Qtr 1,February,25,"$599,97","$599,97"
615,17,2026,Qtr 1,March,4,"$599,97","$599,97"
615,18,2026,Qtr 1,March,11,"$599,97","$599,97"
615,19,2026,Qtr 1,March,18,"$599,97","$599,97"
615,20,2026,Qtr 1,March,25,"$599,97","$599,97"
615,21,2026,Qtr 2,April,1,"$599,97","$599,97"
615,22,2026,Qtr 2,April,8,"$599,97","$599,97"
615,23,2026,Qtr 2,April,15,"$599,97","$599,97"
615,24,2026,Qtr 2,April,22,"$599,97","$599,97"
615,25,2026,Qtr 2,April,29,"$599,97","$0,00"
615,26,2026,Qtr 2,May,6,"$599,97","$0,00"
617,0,2025,Qtr 3,September,23,"$1250,00","$1250,00"
617,1,2025,Qtr 3,September,30,"$383,58","$384,00"
617,2,2025,Qtr 4,October,7,"$383,58","$383,58"
617,3,2025,Qtr 4,October,14,"$383,58","$384,00"
617,4,2025,Qtr 4,October,21,"$383,58","$383,56"
617,5,2025,Qtr 4,October,28,"$383,58","$383,56"
617,6,2025,Qtr 4,November,4,"$383,58","$383,58"
617,7,2025,Qtr 4,November,11,"$383,58","$383,58"
617,8,2025,Qtr 4,November,18,"$383,58","$384,00"
617,9,2025,Qtr 4,November,25,"$383,58","$384,00"
617,10,2025,Qtr 4,December,2,"$383,58","$384,00"
617,11,2025,Qtr 4,December,9,"$383,58","$384,00"
617,12,2025,Qtr 4,December,16,"$383,58","$384,00"
617,13,2025,Qtr 4,December,23,"$383,58","$383,58"
617,14,2025,Qtr 4,December,30,"$383,58","$383,58"
617,15,2026,Qtr 1,January,6,"$383,58","$383,58"
617,16,2026,Qtr 1,January,13,"$383,58","$384,00"
617,17,2026,Qtr 1,January,20,"$383,58","$384,00"
617,18,2026,Qtr 1,January,27,"$383,58","$383,58"
617,19,2026,Qtr 1,February,3,"$383,58","$384,00"
617,20,2026,Qtr 1,February,10,"$383,58","$384,00"
617,21,2026,Qtr 1,February,17,"$383,58","$383,58"
617,22,2026,Qtr 1,February,24,"$383,58","$767,16"
617,23,2026,Qtr 1,March,3,"$383,58","$383,58"
617,24,2026,Qtr 1,March,10,"$383,58","$763,00"
617,25,2026,Qtr 1,March,17,"$383,58","$0,00"
617,26,2026,Qtr 1,March,24,"$383,58","$0,00"
618,0,2025,Qtr 1,March,29,"$860,00","$860,00"
618,1,2025,Qtr 2,April,5,"$380,82","$380,82"
618,2,2025,Qtr 2,April,12,"$380,82","$380,82"
618,3,2025,Qtr 2,April,19,"$380,82","$380,82"
618,4,2025,Qtr 2,April,26,"$380,82","$380,82"
618,5,2025,Qtr 2,May,3,"$380,82","$380,82"
618,6,2025,Qtr 2,May,10,"$380,82","$380,82"
618,7,2025,Qtr 2,May,17,"$380,82","$380,82"
618,8,2025,Qtr 2,May,24,"$380,82","$380,82"
618,9,2025,Qtr 2,May,31,"$380,82","$380,82"
618,10,2025,Qtr 2,June,7,"$380,82","$380,82"
618,11,2025,Qtr 2,June,14,"$380,82","$380,82"
618,12,2025,Qtr 2,June,21,"$380,82","$380,82"
618,13,2025,Qtr 2,June,28,"$380,82","$381,00"
618,14,2025,Qtr 3,July,5,"$380,82","$380,82"
618,15,2025,Qtr 3,July,12,"$380,82","$380,82"
618,16,2025,Qtr 3,July,19,"$380,82","$380,82"
618,17,2025,Qtr 3,July,26,"$380,82","$380,82"
618,18,2025,Qtr 3,August,2,"$380,82","$380,82"
618,19,2025,Qtr 3,August,9,"$380,82","$380,82"
618,20,2025,Qtr 3,August,16,"$380,82","$380,82"
618,21,2025,Qtr 3,August,23,"$380,82","$380,82"
618,22,2025,Qtr 3,August,30,"$380,82","$380,82"
618,23,2025,Qtr 3,September,6,"$380,82","$380,82"
618,24,2025,Qtr 3,September,13,"$380,82","$380,82"
618,25,2025,Qtr 3,September,20,"$380,82","$0,00"
618,26,2025,Qtr 3,September,27,"$380,82","$0,00"
618,27,2025,Qtr 4,October,4,"$380,82","$0,00"
618,28,2025,Qtr 4,October,11,"$380,82","$0,00"
618,29,2025,Qtr 4,October,18,"$380,82","$0,00"
618,30,2025,Qtr 4,October,25,"$380,82","$0,00"
618,31,2025,Qtr 4,November,1,"$380,82","$0,00"
618,32,2025,Qtr 4,November,8,"$380,82","$0,00"
618,33,2025,Qtr 4,November,15,"$380,82","$0,00"
618,34,2025,Qtr 4,November,22,"$380,82","$0,00"
618,35,2025,Qtr 4,November,29,"$380,82","$0,00"
619,0,2025,Qtr 2,April,12,"$0,00","$0,00"
619,1,2025,Qtr 2,April,19,"$146,49","$147,00"
619,2,2025,Qtr 2,April,26,"$146,49","$147,00"
619,3,2025,Qtr 2,May,3,"$146,49","$147,00"
619,4,2025,Qtr 2,May,10,"$146,49","$147,00"
619,5,2025,Qtr 2,May,17,"$146,49","$147,00"
619,6,2025,Qtr 2,May,24,"$146,49","$147,00"
619,7,2025,Qtr 2,May,31,"$146,49","$147,00"
619,8,2025,Qtr 2,June,7,"$146,49","$147,00"
619,9,2025,Qtr 2,June,14,"$146,49","$147,00"
619,10,2025,Qtr 2,June,21,"$146,49","$147,00"
619,11,2025,Qtr 2,June,28,"$146,49","$147,00"
619,12,2025,Qtr 3,July,5,"$146,49","$147,00"
619,13,2025,Qtr 3,July,12,"$146,49","$147,00"
619,14,2025,Qtr 3,July,19,"$146,49","$147,00"
619,15,2025,Qtr 3,July,26,"$146,49","$147,00"
619,16,2025,Qtr 3,August,2,"$146,49","$147,00"
619,17,2025,Qtr 3,August,9,"$146,49","$147,00"
619,18,2025,Qtr 3,August,16,"$146,49","$147,00"
619,19,2025,Qtr 3,August,23,"$146,49","$147,00"
619,20,2025,Qtr 3,August,30,"$146,49","$147,00"
619,21,2025,Qtr 3,September,6,"$146,49","$147,00"
619,22,2025,Qtr 3,September,13,"$146,49","$147,00"
619,23,2025,Qtr 3,September,20,"$146,49","$147,00"
619,24,2025,Qtr 3,September,27,"$146,49","$147,00"
619,25,2025,Qtr 4,October,4,"$146,49","$147,00"
619,26,2025,Qtr 4,October,11,"$146,49","$147,00"
619,27,2025,Qtr 4,October,18,"$146,49","$147,00"
619,28,2025,Qtr 4,October,25,"$146,49","$147,00"
619,29,2025,Qtr 4,November,1,"$146,49","$147,00"
619,30,2025,Qtr 4,November,8,"$146,49","$147,00"
619,31,2025,Qtr 4,November,15,"$146,49","$147,00"
619,32,2025,Qtr 4,November,22,"$146,49","$147,00"
619,33,2025,Qtr 4,November,29,"$146,49","$147,00"
619,34,2025,Qtr 4,December,6,"$146,49","$147,00"
619,35,2025,Qtr 4,December,13,"$146,49","$147,00"
619,36,2025,Qtr 4,December,20,"$146,49","$147,00"
619,37,2025,Qtr 4,December,27,"$146,49","$147,00"
619,38,2026,Qtr 1,January,3,"$146,49","$147,00"
619,39,2026,Qtr 1,January,10,"$146,49","$147,00"
619,40,2026,Qtr 1,January,17,"$146,49","$147,00"
619,41,2026,Qtr 1,January,24,"$146,49","$146,49"
619,42,2026,Qtr 1,January,31,"$146,49","$147,00"
619,43,2026,Qtr 1,February,7,"$146,49","$126,02"
620,0,2025,Qtr 4,November,20,"$400,00","$399,90"
620,1,2025,Qtr 4,November,27,"$192,51","$192,00"
620,2,2025,Qtr 4,December,4,"$192,51","$192,00"
620,3,2025,Qtr 4,December,11,"$192,51","$192,00"
620,4,2025,Qtr 4,December,18,"$192,51","$192,00"
620,5,2025,Qtr 4,December,25,"$192,51","$192,00"
620,6,2026,Qtr 1,January,1,"$192,51","$192,00"
620,7,2026,Qtr 1,January,8,"$192,51","$192,00"
620,8,2026,Qtr 1,January,15,"$192,51","$192,00"
620,9,2026,Qtr 1,January,22,"$192,51","$192,00"
620,10,2026,Qtr 1,January,29,"$192,51","$192,51"
620,11,2026,Qtr 1,February,5,"$192,51","$192,51"
620,12,2026,Qtr 1,February,12,"$192,51","$192,51"
620,13,2026,Qtr 1,February,19,"$192,51","$0,00"
620,14,2026,Qtr 1,February,26,"$192,51","$0,00"
620,15,2026,Qtr 1,March,5,"$192,51","$0,00"
620,16,2026,Qtr 1,March,12,"$192,51","$0,00"
620,17,2026,Qtr 1,March,19,"$192,51","$0,00"
620,18,2026,Qtr 1,March,26,"$192,51","$0,00"
620,19,2026,Qtr 2,April,2,"$192,51","$0,00"
620,20,2026,Qtr 2,April,9,"$192,51","$0,00"
620,21,2026,Qtr 2,April,16,"$192,51","$0,00"
620,22,2026,Qtr 2,April,23,"$192,51","$0,00"
620,23,2026,Qtr 2,April,30,"$192,51","$0,00"
620,24,2026,Qtr 2,May,7,"$192,51","$0,00"
620,25,2026,Qtr 2,May,14,"$192,51","$0,00"
620,26,2026,Qtr 2,May,21,"$192,51","$0,00"
620,27,2026,Qtr 2,May,28,"$192,51","$0,00"
621,0,2025,Qtr 4,November,19,"$380,00","$379,90"
621,1,2025,Qtr 4,November,26,"$205,15","$205,00"
621,2,2025,Qtr 4,December,3,"$205,15","$205,00"
621,3,2025,Qtr 4,December,10,"$205,15","$205,00"
621,4,2025,Qtr 4,December,17,"$205,15","$205,00"
621,5,2025,Qtr 4,December,24,"$205,15","$205,00"
621,6,2025,Qtr 4,December,31,"$205,15","$205,00"
621,7,2026,Qtr 1,January,7,"$205,15","$205,00"
621,8,2026,Qtr 1,January,14,"$205,15","$205,00"
621,9,2026,Qtr 1,January,21,"$205,15","$205,15"
621,10,2026,Qtr 1,January,28,"$205,15","$205,15"
621,11,2026,Qtr 1,February,4,"$205,15","$205,15"
621,12,2026,Qtr 1,February,11,"$205,15","$205,15"
621,13,2026,Qtr 1,February,18,"$205,15","$205,15"
621,14,2026,Qtr 1,February,25,"$205,15","$205,15"
621,15,2026,Qtr 1,March,4,"$205,15","$205,15"
621,16,2026,Qtr 1,March,11,"$205,15","$205,15"
621,17,2026,Qtr 1,March,18,"$205,15","$205,15"
621,18,2026,Qtr 1,March,25,"$205,15","$205,15"
621,19,2026,Qtr 2,April,1,"$205,15","$205,15"
621,20,2026,Qtr 2,April,8,"$205,15","$205,15"
621,21,2026,Qtr 2,April,15,"$205,15","$205,15"
621,22,2026,Qtr 2,April,22,"$205,15","$205,15"
621,23,2026,Qtr 2,April,29,"$205,15","$205,15"
621,24,2026,Qtr 2,May,6,"$205,15","$0,00"
621,25,2026,Qtr 2,May,13,"$205,15","$0,00"
621,26,2026,Qtr 2,May,20,"$205,15","$0,00"
621,27,2026,Qtr 2,May,27,"$205,15","$0,00"
621,28,2026,Qtr 2,June,3,"$205,15","$0,00"
622,0,2025,Qtr 4,November,16,"$400,00","$400,00"
622,1,2025,Qtr 4,November,23,"$340,00","$340,00"
622,2,2025,Qtr 4,November,30,"$340,00","$340,00"
622,3,2025,Qtr 4,December,7,"$340,00","$340,00"
622,4,2025,Qtr 4,December,14,"$340,00","$340,00"
622,5,2025,Qtr 4,December,21,"$340,00","$340,00"
622,6,2025,Qtr 4,December,28,"$340,00","$340,00"
622,7,2026,Qtr 1,January,4,"$340,00","$340,00"
622,8,2026,Qtr 1,January,11,"$340,00","$340,00"
622,9,2026,Qtr 1,January,18,"$340,00","$340,00"
622,10,2026,Qtr 1,January,25,"$340,00","$340,00"
622,11,2026,Qtr 1,February,1,"$340,00","$340,00"
622,12,2026,Qtr 1,February,8,"$340,00","$340,00"
622,13,2026,Qtr 1,February,15,"$340,00","$340,00"
622,14,2026,Qtr 1,February,22,"$340,00","$340,00"
622,15,2026,Qtr 1,March,1,"$340,00","$340,00"
623,0,2024,Qtr 2,June,19,"$0,00","$0,00"
623,1,2024,Qtr 2,June,26,"$584,62","$575,00"
623,2,2024,Qtr 3,July,3,"$584,62","$585,00"
623,3,2024,Qtr 3,July,10,"$584,62","$585,00"
623,4,2024,Qtr 3,July,17,"$584,62","$585,00"
623,5,2024,Qtr 3,July,24,"$584,62","$585,00"
623,6,2024,Qtr 3,July,31,"$584,62","$585,00"
623,7,2024,Qtr 3,August,7,"$584,62","$585,00"
623,8,2024,Qtr 3,August,14,"$584,62","$585,00"
623,9,2024,Qtr 3,August,21,"$584,62","$585,00"
623,10,2024,Qtr 3,August,28,"$584,62","$585,00"
623,11,2024,Qtr 3,September,4,"$584,62","$585,00"
623,12,2024,Qtr 3,September,11,"$584,62","$585,00"
623,13,2024,Qtr 3,September,18,"$584,62","$585,00"
623,14,2024,Qtr 3,September,25,"$584,62","$585,00"
623,15,2024,Qtr 4,October,2,"$584,62","$585,00"
623,16,2024,Qtr 4,October,9,"$584,62","$585,00"
623,17,2024,Qtr 4,October,16,"$584,62","$585,00"
623,18,2024,Qtr 4,October,23,"$584,62","$585,00"
623,19,2024,Qtr 4,October,30,"$584,62","$585,00"
623,20,2024,Qtr 4,November,6,"$584,62","$585,00"
623,21,2024,Qtr 4,November,13,"$584,62","$585,00"
623,22,2024,Qtr 4,November,20,"$584,62","$585,00"
623,23,2024,Qtr 4,November,27,"$584,62","$585,00"
623,24,2024,Qtr 4,December,4,"$584,62","$585,00"
623,25,2024,Qtr 4,December,11,"$584,62","$585,00"
623,26,2024,Qtr 4,December,18,"$584,62","$585,00"
624,0,2025,Qtr 1,February,14,"$499,00","$499,00"
624,1,2025,Qtr 1,February,21,"$492,37","$492,37"
